symbol,issuer,cuit,sector,currency,settlement,price,bid,ask,volume,spread_abs,spread_pct,years_to_maturity,maturity_date,liquidity_score,is_mapped
MIC4O,MIRGOR S.A.,30578036071,,ARS,2,156010.0,156120.0,158000.0,4348542.0,1880.0,1.2042,1.076,2027-07-29,87.27,True
YM35O,YPF S.A.,30546689979,Energía - Petróleo y Gas,ARS,2,157000.0,156340.0,157000.0,4315139.0,660.0,0.4222,0.6598,2027-02-27,92.08,True
VSCRO,Vista Oil & Gas Argentina S.A.U.,33515950899,Energía - Petróleo y Gas,ARS,1,165140.0,165280.0,166420.0,4230082.7,1140.0,0.6897,5.2758,2031-10-10,90.2,True
TTCBO,Tecpetrol S.A.,30592665472,Energía - Petróleo y Gas,ARS,2,161600.0,159110.0,161550.0,4155254.9,2440.0,1.5335,1.2923,2027-10-16,85.67,True
SBC2O,SAN BAUTISTA DEL SUR SA,30715659340,,ARS,2,159500.0,159500.0,162200.0,3962239.5,2700.0,1.6928,2.5462,2029-01-16,85.53,True
YMCYO,YPF S.A.,30546689979,Energía - Petróleo y Gas,ARS,1,162500.0,158130.0,162490.0,3683250.0,4360.0,2.7572,2.2779,2028-10-10,82.91,True
OTS5O,[OTS],,Sin mapear,ARS,2,154940.0,154940.0,157000.0,3587003.5,2060.0,1.3295,0.3121,2026-10-23,86.87,False
AERBO,[AER],,Sin mapear,ARS,2,154500.0,153800.0,154500.0,3456014.5,700.0,0.4551,0.4572,2026-12-15,91.61,False
SXC1O,MERCADO PAGO SERVICIOS DE PROCESAMIENTO S.R.L.,30716999498,,ARS,2,106.45,104.2,106.5,3433308.52,2.3,2.2073,0.0465,2026-07-18,84.79,True
DNC3O,EDENOR S.A.,30655116202,,ARS,1,155430.0,155150.0,159550.0,3415734.0,4400.0,2.836,0.3943,2026-11-22,83.31,True
PN43O,Pan American Energy LLC (PAE Sucursal),30714813583,Energía - Petróleo y Gas,ARS,1,168640.0,168490.0,169840.0,3372800.0,1350.0,0.8012,10.5435,2037-01-15,86.48,True
PLC5O,Pluspetrol S.A.,30678224010,Energía - Petróleo y Gas,ARS,1,163300.0,163150.0,164540.0,3301000.0,1390.0,0.852,4.8789,2031-05-18,86.71,True
PLC4O,Pluspetrol S.A.,30678224010,Energía - Petróleo y Gas,ARS,1,163900.0,164620.0,165750.0,3278000.0,1130.0,0.6864,5.9138,2032-05-30,87.73,True
TTC9O,Tecpetrol S.A.,30592665472,Energía - Petróleo y Gas,ARS,2,161000.0,159800.0,160990.0,3274740.0,1190.0,0.7447,3.3155,2029-10-24,88.43,True
LMS7O,BLM DESARROLLOS SA,30718221516,,ARS,2,134060.0,133030.0,134380.0,3175709.5,1350.0,1.0148,2.2834,2028-10-12,87.46,True
CIC8O,CNH INDUSTRIAL CAPITAL ARGENTINA S.A.,30714322938,,ARS,2,154400.0,150200.0,154500.0,3088000.0,4300.0,2.8628,2.3682,2028-11-12,81.37,True
MCC2O,[MCC],,Sin mapear,ARS,2,156000.0,156000.0,157270.0,3058200.0,1270.0,0.8141,0.9227,2027-06-03,87.71,False
HJCLO,John Deere Credit Cía. Financiera S.A.,30707024859,Financiero - Crédito Industrial,ARS,1,146800.0,148410.0,0.0,2936000.0,,,2.4339,2028-12-06,67.27,True
IRCFO,IRSA Inversiones y Representaciones S.A.,30524688673,Real Estate,ARS,1,78440.0,77110.0,78330.0,2913867.2,1220.0,1.5822,1.9767,2028-06-22,85.74,True
PNICO,Pan American Energy LLC (PAE Sucursal),30714813583,Energía - Petróleo y Gas,ARS,2,127500.0,126100.0,127500.0,2639250.0,1400.0,1.1102,5.6044,2032-02-07,85.82,True
PZCGO,Plaza Logística S.R.L.,30655942382,Logística - Real Estate,ARS,2,154700.0,152010.0,154700.0,2637618.0,2690.0,1.7696,1.9274,2028-06-04,84.87,True
PN42O,Pan American Energy LLC (PAE Sucursal),30714813583,Energía - Petróleo y Gas,ARS,2,157610.0,156990.0,158240.0,2613953.7,1250.0,0.7962,0.794,2027-04-17,88.16,True
CLSIO,[CLS],,Sin mapear,ARS,2,63100.0,63100.0,65990.0,2509374.0,2890.0,4.58,1.0678,2027-07-26,81.03,False
RZBAO,RIZOBACTER ARGENTINA S.A.,30593174057,,ARS,2,89100.0,89100.0,91000.0,2500850.9,1900.0,2.1324,3.1759,2029-09-03,84.44,True
PLC3O,Pluspetrol S.A.,30678224010,Energía - Petróleo y Gas,ARS,1,164000.0,162490.0,165980.0,2285575.4,3490.0,2.1478,1.8316,2028-04-30,84.91,True
NPCDO,[NPC],,Sin mapear,ARS,1,153750.0,153700.0,154110.0,2184866.8,410.0,0.2668,3.8303,2030-04-30,92.18,False
GYC5O,[GYC],,Sin mapear,ARS,2,153500.0,152250.0,153400.0,2069225.0,1150.0,0.7553,1.18,2027-09-05,87.68,False
MGCOZ,Pampa Energía S.A.,30526552659,Energía - Electricidad,EXT,2,108.429,0.0,0.0,1978525.29,,,8.46,2034-12-16,67.59,True
MGCOZ,Pampa Energía S.A.,30526552659,Energía - Electricidad,EXT,1,108.411,0.0,0.0,1978250.43,,,8.46,2034-12-16,67.56,True
PLC7C,Pluspetrol S.A.,30678224010,Energía - Petróleo y Gas,EXT,1,98.01,97.68,98.01,1957801.5,0.33,0.3378,11.2498,2037-09-30,90.71,True
HJCHO,John Deere Credit Cía. Financiera S.A.,30707024859,Financiero - Crédito Industrial,ARS,2,156000.0,158130.0,162000.0,1872000.0,3870.0,2.4474,1.5469,2028-01-17,81.65,True
MSSEO,MSU S.A.,30607597193,Energía,ARS,2,160600.0,161000.0,163900.0,1849475.2,2900.0,1.8012,0.0438,2026-07-17,84.13,True
YMCZO,YPF S.A.,30546689979,Energía - Petróleo y Gas,ARS,2,165170.0,160140.0,165340.0,1846392.5,5200.0,3.2472,2.2779,2028-10-10,81.77,True
SBC2O,SAN BAUTISTA DEL SUR SA,30715659340,,ARS,1,162000.0,160000.0,162000.0,1786860.0,2000.0,1.25,2.5462,2029-01-16,85.02,True
MTC2O,Mastellone Hermanos S.A.,30547242331,Alimentos - Lácteos,ARS,2,156200.0,154000.0,156200.0,1740317.0,2200.0,1.4286,1.9767,2028-06-22,85.14,True
RC1CO,ARCOR S.A.I.C.,30502793175,,ARS,1,171860.0,166680.0,174480.0,1718600.0,7800.0,4.6796,7.0828,2033-07-31,79.31,True
YM43O,YPF S.A.,30546689979,Energía - Petróleo y Gas,ARS,1,152240.0,152650.0,156900.0,1713494.5,4250.0,2.7841,3.7864,2030-04-14,82.15,True
PFC3O,PATAGONIA FRUITS TRADE S.A,30690967541,,ARS,2,152840.0,152960.0,155000.0,1693467.2,2040.0,1.3337,3.3566,2029-11-08,83.82,True
EAC4O,MSU GREEN ENERGY S.A.U.,30714155128,,ARS,1,156400.0,155080.0,156970.0,1663564.8,1890.0,1.2187,9.9603,2036-06-16,85.23,True
TSC4O,[TSC],,Sin mapear,ARS,1,166150.0,163310.0,165290.0,1661500.0,1980.0,1.2124,9.3881,2035-11-20,84.05,False
ARC1O,Aeropuertos Argentina 2000 S.A.,30696170580,Infraestructura - Aeropuertos,ARS,1,164690.0,164550.0,165720.0,1646900.0,1170.0,0.711,5.0842,2031-08-01,86.36,True
TTCDO,Tecpetrol S.A.,30592665472,Energía - Petróleo y Gas,ARS,1,164350.0,163490.0,164960.0,1643500.0,1470.0,0.8991,4.3422,2030-11-03,85.19,True
YFCJO,YPF Energía Eléctrica S.A.,30714128309,Energía - Electricidad,ARS,1,164010.0,162960.0,164720.0,1640100.0,1760.0,1.08,6.2943,2032-10-16,84.46,True
PN36O,Pan American Energy LLC (PAE Sucursal),30714813583,Energía - Petróleo y Gas,ARS,1,162000.0,162690.0,165900.0,1635850.0,3210.0,1.9731,5.3689,2031-11-13,82.85,True
CS48O,Cresud S.A.C.I.F. y A.,30509300700,Agro - Real Estate,ARS,1,161690.0,164760.0,168990.0,1613775.5,4230.0,2.5674,2.0287,2028-07-11,82.32,True
TLCOO,Telecom Argentina S.A.,30639453738,Telecomunicaciones,ARS,1,161900.0,158270.0,161900.0,1547731.5,3630.0,2.2935,2.412,2028-11-28,82.74,True
MIC3O,MIRGOR S.A.,30578036071,,ARS,2,154410.0,154310.0,156070.0,1544100.0,1760.0,1.1406,0.3641,2026-11-11,84.15,True
YFCGO,YPF Energía Eléctrica S.A.,30714128309,Energía - Electricidad,ARS,2,155920.0,155940.0,158050.0,1543637.3,2110.0,1.3531,0.6598,2027-02-27,85.5,True
HJCLO,John Deere Credit Cía. Financiera S.A.,30707024859,Financiero - Crédito Industrial,ARS,2,153200.0,152000.0,153800.0,1532000.0,1800.0,1.1842,2.4339,2028-12-06,83.89,True
CP38O,Cía. General de Combustibles S.A.,30506733932,Energía - Gas,ARS,1,162500.0,163000.0,164160.0,1462500.0,1160.0,0.7117,4.4107,2030-11-28,86.68,True
PLC7D,Pluspetrol S.A.,30678224010,Energía - Petróleo y Gas,USD,2,101.0,100.9,101.0,1442603.5,0.1,0.0991,11.2498,2037-09-30,94.42,True
CS47O,Cresud S.A.C.I.F. y A.,30509300700,Agro - Real Estate,ARS,1,163000.0,156450.0,162990.0,1434400.0,6540.0,4.1802,2.3765,2028-11-15,79.15,True
ZPC2O,PLAZA LOGISTICA S.R.L.,30655942382,,ARS,2,154000.0,154110.0,161500.0,1362440.0,7390.0,4.7953,0.9199,2027-06-02,79.72,True
IRCJO,IRSA Inversiones y Representaciones S.A.,30524688673,Real Estate,ARS,2,161230.0,158340.0,161220.0,1360742.7,2880.0,1.8189,0.6626,2027-02-28,84.69,True
OLC5O,OLEODUCTOS DEL VALLE S.A.,30658840165,,ARS,2,160000.0,160040.0,0.0,1327244.0,,,1.9493,2028-06-12,67.75,True
CP37O,Cía. General de Combustibles S.A.,30506733932,Energía - Gas,ARS,2,151100.0,152000.0,157000.0,1308150.0,5000.0,3.2895,0.6899,2027-03-10,81.47,True
VSCQO,Vista Oil & Gas Argentina S.A.U.,33515950899,Energía - Petróleo y Gas,ARS,2,149980.0,143010.0,149980.0,1282406.3,6970.0,4.8738,2.0205,2028-07-08,80.67,True
CIC7O,CNH INDUSTRIAL CAPITAL ARGENTINA S.A.,30714322938,,ARS,2,148000.0,149030.0,0.0,1247640.0,,,0.3669,2026-11-12,66.88,True
YFCGO,YPF Energía Eléctrica S.A.,30714128309,Energía - Electricidad,ARS,1,151180.0,152910.0,161290.0,1142920.8,8380.0,5.4803,0.6598,2027-02-27,78.86,True
YM38O,YPF S.A.,30546689979,Energía - Petróleo y Gas,ARS,1,160480.0,160500.0,166740.0,1044724.8,6240.0,3.8879,1.0568,2027-07-22,79.77,True
PQCSO,Petroquímica Comodoro Rivadavia S.A.,30563598111,Industria - Petroquímica,ARS,1,164940.0,161010.0,164940.0,1036571.0,3930.0,2.4408,4.6324,2031-02-17,82.98,True
IRCQO,IRSA Inversiones y Representaciones S.A.,30524688673,Real Estate,ARS,2,150500.0,149800.0,155000.0,1017380.0,5200.0,3.4713,0.9363,2027-06-08,81.15,True
MGCQO,Pampa Energía S.A.,30526552659,Energía - Electricidad,ARS,1,168000.0,165430.0,167800.0,934332.0,2370.0,1.4326,2.0999,2028-08-06,84.06,True
TLCWO,Telecom Argentina S.A.,30639453738,Telecomunicaciones,ARS,1,155900.0,146000.0,155200.0,929640.0,9200.0,6.3014,3.9097,2030-05-29,78.35,True
PFC2O,PATAGONIA FRUITS TRADE S.A,30690967541,,ARS,2,163990.0,161200.0,163990.0,888699.7,2790.0,1.7308,1.0349,2027-07-14,83.66,True
NPCCO,[NPC],,Sin mapear,ARS,1,171000.0,167590.0,171000.0,855000.0,3410.0,2.0347,3.1513,2029-08-25,81.68,False
VSCXD,Vista Oil & Gas Argentina S.A.U.,33515950899,Energía - Petróleo y Gas,USD,2,108.45,108.35,108.45,837567.5,0.1,0.0923,11.77,2038-04-08,94.18,True
DNC7O,EDENOR S.A.,30655116202,,ARS,1,165480.0,165340.0,166670.0,829800.0,1330.0,0.8044,4.3149,2030-10-24,86.03,True
AFCQY,Banco Comafi S.A.,30604731018,Financiero - Bancos,USD,2,100.5,0.0,0.0,800000.1,,,1.4319,2027-12-06,66.07,True
CICBO,CNH INDUSTRIAL CAPITAL ARGENTINA S.A.,30714322938,,ARS,1,156510.0,154990.0,156780.0,791940.6,1790.0,1.1549,2.6119,2029-02-09,83.54,True
SNSBO,SION S.A.,30690076043,,ARS,2,141000.0,131000.0,139500.0,721920.0,8500.0,6.4885,0.2875,2026-10-14,78.15,True
GYC4O,[GYC],,Sin mapear,ARS,1,150400.0,149510.0,0.0,703872.0,,,1.3306,2027-10-30,66.0,False
MGCRD,Pampa Energía S.A.,30526552659,Energía - Electricidad,USD,2,106.85,106.5,106.65,690108.0,0.15,0.1408,11.373,2037-11-14,93.05,True
OZC3O,EMPRESA DISTRIB DE ELECTRICIDAD DE MENDOZA S.A.,30699542454,,ARS,1,154890.0,153160.0,155260.0,678418.2,2100.0,1.3711,1.4127,2027-11-29,82.84,True
PN41O,Pan American Energy LLC (PAE Sucursal),30714813583,Energía - Petróleo y Gas,ARS,1,165000.0,165570.0,171000.0,642099.3,5430.0,3.2796,3.1567,2029-08-27,80.52,True
MCC1O,[MCC],,Sin mapear,ARS,1,160000.0,155710.0,0.0,640000.0,,,2.6913,2029-03-10,65.91,False
GOC4O,GENERACION LITORAL SA,33715184139,,ARS,2,124270.0,126070.0,141120.0,621350.0,15050.0,11.9378,2.8255,2029-04-28,76.78,True
SNSDO,SION S.A.,30690076043,,ARS,2,137000.0,106100.0,139000.0,608210.0,32900.0,31.0085,0.6023,2027-02-06,77.03,True
EAC3O,MSU GREEN ENERGY S.A.U.,30714155128,,ARS,1,152000.0,152530.0,156980.0,608000.0,4450.0,2.9175,2.4723,2028-12-20,79.8,True
LOC6O,[LOC],,Sin mapear,ARS,1,159510.0,159500.0,160200.0,591504.9,700.0,0.4389,2.5654,2029-01-23,89.33,False
SNEAO,SION S.A.,30690076043,,ARS,1,98000.0,92510.0,99970.0,565678.9,7460.0,8.064,3.0363,2029-07-14,78.7,True
TLCPD,Telecom Argentina S.A.,30639453738,Telecomunicaciones,USD,2,111.55,111.35,111.5,556138.26,0.15,0.1347,6.9076,2033-05-28,93.44,True
YFCMD,YPF Energía Eléctrica S.A.,30714128309,Energía - Electricidad,USD,2,104.8,103.1,104.8,529703.37,1.7,1.6489,0.8843,2027-05-20,84.81,True
SBC3O,SAN BAUTISTA DEL SUR SA,30715659340,,ARS,2,156900.0,153000.0,156900.0,511575.0,3900.0,2.549,2.9021,2029-05-26,81.42,True
YMCTO,YPF S.A.,30546689979,,ARS,2,158000.0,136020.0,158000.0,508760.0,21980.0,16.1594,0.2765,2026-10-10,77.01,True
CACBO,Capex S.A.,30629827060,Energía - Electricidad,ARS,2,154000.0,149340.0,154000.0,508176.5,4660.0,3.1204,1.963,2028-06-17,80.47,True
YFCLO,YPF Energía Eléctrica S.A.,30714128309,Energía - Electricidad,ARS,1,164800.0,156620.0,164000.0,502640.0,7380.0,4.712,2.3929,2028-11-21,78.03,True
YMCJD,YPF S.A.,30546689979,Energía - Petróleo y Gas,USD,2,106.9,106.85,106.95,496261.36,0.1,0.0936,7.2498,2033-09-30,93.66,True
MR46D,Generación Mediterránea / Central Térmica Roca S.A.,33711944899,Energía - Electricidad,USD,2,85.0,84.72,85.05,489375.2,0.33,0.3895,8.501,2034-12-31,91.28,True
DEC2O,Empresa Distrib. de Electricidad Salta S.A.,30690633635,Energía - Electricidad,ARS,1,158150.0,154780.0,158150.0,483939.0,3370.0,2.1773,0.6516,2027-02-24,81.29,True
RUCEO,CERAMICA RUTA 16 S.R.L.,30710080085,,ARS,1,154570.0,153360.0,154880.0,463810.0,1520.0,0.9911,1.3306,2027-10-30,84.14,True
YM35O,YPF S.A.,30546689979,Energía - Petróleo y Gas,ARS,1,159220.0,156210.0,159150.0,449211.2,2940.0,1.8821,0.6598,2027-02-27,81.88,True
YM34D,YPF S.A.,30546689979,Energía - Petróleo y Gas,USD,2,112.1,112.05,112.15,436394.14,0.1,0.0892,7.5483,2034-01-17,93.76,True
GN43O,Genneia S.A.,30665234114,Energía - Renovable,ARS,2,157500.0,157500.0,164000.0,432730.0,6500.0,4.127,0.6845,2027-03-08,79.91,True
SXC4O,MERCADO PAGO SERVICIOS DE PROCESAMIENTO S.R.L.,30716999498,,ARS,2,148000.0,146680.0,157000.0,421800.0,10320.0,7.0357,0.1697,2026-09-01,76.95,True
DNCAD,EDENOR S.A.,30655116202,,USD,2,105.45,105.25,105.45,397166.25,0.2,0.19,6.8255,2033-04-28,92.43,True
CP36O,Cía. General de Combustibles S.A.,30506733932,Energía - Gas,ARS,2,154800.0,152010.0,154800.0,388548.0,2790.0,1.8354,1.2758,2027-10-10,81.83,True
PLC4D,Pluspetrol S.A.,30678224010,Energía - Petróleo y Gas,USD,2,108.45,108.35,108.55,385441.5,0.2,0.1846,5.9138,2032-05-30,92.4,True
IRCOO,IRSA Inversiones y Representaciones S.A.,30524688673,Real Estate,ARS,1,167000.0,165160.0,166900.0,366218.8,1740.0,1.0535,3.3128,2029-10-23,85.08,True
OZC3D,EMPRESA DISTRIB DE ELECTRICIDAD DE MENDOZA S.A.,30699542454,,USD,2,101.5,101.5,101.7,347141.01,0.2,0.197,1.4127,2027-11-29,91.96,True
TLCTD,Telecom Argentina S.A.,30639453738,Telecomunicaciones,USD,2,112.2,112.0,112.15,345228.68,0.15,0.1339,9.5551,2036-01-20,92.93,True
CP40O,CIA GENERAL DE COMBUSTIBLES S.A.,30506733932,,ARS,2,157990.0,155210.0,157800.0,330174.6,2590.0,1.6687,1.6893,2028-03-09,82.12,True
VSCXC,Vista Oil & Gas Argentina S.A.U.,33515950899,Energía - Petróleo y Gas,EXT,2,105.25,105.0,105.3,328918.0,0.3,0.2857,11.77,2038-04-08,91.54,True
MCC3D,[MCC],,Sin mapear,USD,2,101.15,101.0,101.2,324513.7,0.2,0.198,3.8604,2030-05-11,92.21,False
TLCVO,Telecom Argentina S.A.,30639453738,Telecomunicaciones,ARS,2,152600.0,152410.0,155300.0,305200.0,2890.0,1.8962,0.909,2027-05-29,81.9,True
RC4CO,ARCOR S.A.I.C.,30502793175,,ARS,2,106.0,94.05,106.0,301743.84,11.95,12.706,0.6543,2027-02-25,76.05,True
YMCXD,YPF S.A.,30546689979,Energía - Petróleo y Gas,USD,2,113.35,113.25,113.35,280394.61,0.1,0.0883,5.1964,2031-09-11,93.39,True
RVS1O,[RVS],,Sin mapear,ARS,2,52.0,52.0,52.89,268137.12,0.89,1.7115,0.6598,2027-02-27,83.79,False
PLC6D,Pluspetrol S.A.,30678224010,Energía - Petróleo y Gas,USD,2,104.6,104.6,105.95,264727.61,1.35,1.2906,2.6612,2029-02-27,85.41,True
PLC1O,Pluspetrol S.A.,30678224010,Energía - Petróleo y Gas,ARS,2,157390.0,156390.0,157740.0,252800.5,1350.0,0.8632,1.5743,2028-01-27,85.19,True
TLCMD,Telecom Argentina S.A.,30639453738,Telecomunicaciones,USD,2,116.5,116.45,116.55,240863.0,0.1,0.0859,5.0459,2031-07-18,92.65,True
TLCUO,Telecom Argentina S.A.,30639453738,Telecomunicaciones,ARS,2,157010.0,157550.0,165890.0,235510.0,8340.0,5.2936,2.6776,2029-03-05,77.71,True
PLC7C,Pluspetrol S.A.,30678224010,Energía - Petróleo y Gas,EXT,2,97.74,97.69,98.03,226286.5,0.34,0.348,11.2498,2037-09-30,90.23,True
MIC6D,MIRGOR S.A.,30578036071,,USD,2,100.0,99.92,100.0,214821.12,0.08,0.0801,1.9083,2028-05-28,92.81,True
YM37D,YPF S.A.,30546689979,Energía - Petróleo y Gas,USD,2,104.25,104.2,104.3,210851.53,0.1,0.096,0.8487,2027-05-07,92.63,True
PN35D,Pan American Energy LLC (PAE Sucursal),30714813583,Energía - Petróleo y Gas,USD,2,106.45,106.5,106.95,210170.12,0.45,0.4225,3.2416,2029-09-27,90.25,True
TSC4D,[TSC],,Sin mapear,USD,2,107.4,107.3,107.35,207466.0,0.05,0.0466,9.3881,2035-11-20,92.78,False
VSCVD,Vista Oil & Gas Argentina S.A.U.,33515950899,Energía - Petróleo y Gas,USD,2,110.55,110.5,110.6,205879.5,0.1,0.0905,6.9432,2033-06-10,92.54,True
RZBBO,RIZOBACTER ARGENTINA S.A.,30593174057,,ARS,2,99000.0,93110.0,99900.0,198000.0,6790.0,7.2924,3.1759,2029-09-03,76.31,True
CP38D,Cía. General de Combustibles S.A.,30506733932,Energía - Gas,USD,2,107.3,107.25,107.3,190352.65,0.05,0.0466,4.4107,2030-11-28,93.11,True
YM42D,YPF S.A.,30546689979,Energía - Petróleo y Gas,USD,2,105.0,105.0,105.15,189646.4,0.15,0.1429,2.6694,2029-03-02,92.04,True
PLC5D,Pluspetrol S.A.,30678224010,Energía - Petróleo y Gas,USD,2,107.8,107.55,107.8,176577.0,0.25,0.2325,4.8789,2031-05-18,91.25,True
YFCJD,YPF Energía Eléctrica S.A.,30714128309,Energía - Electricidad,USD,2,107.3,107.3,107.45,167348.5,0.15,0.1398,6.2943,2032-10-16,91.63,True
RCCRD,Arcor S.A.I.C.,30502793175,Consumo - Alimentos,USD,2,103.5,103.35,104.0,167012.38,0.65,0.6289,0.8542,2027-05-09,87.64,True
YMCID,YPF S.A.,30546689979,Energía - Petróleo y Gas,USD,2,91.99,91.95,91.99,159840.57,0.04,0.0435,3.0034,2029-07-02,93.18,True
TTCDD,Tecpetrol S.A.,30592665472,Energía - Petróleo y Gas,USD,2,107.45,107.45,107.8,158163.0,0.35,0.3257,4.3422,2030-11-03,89.93,True
VSCPO,Vista Oil & Gas Argentina S.A.U.,33515950899,Energía - Petróleo y Gas,ARS,1,166000.0,163950.0,166000.0,156040.0,2050.0,1.2504,2.8392,2029-05-03,81.89,True
YM39D,YPF S.A.,30546689979,Energía - Petróleo y Gas,USD,2,114.0,114.0,114.3,133982.59,0.3,0.2632,4.0575,2030-07-22,90.96,True
EAC4D,MSU GREEN ENERGY S.A.U.,30714155128,,USD,2,102.6,102.4,102.6,129840.68,0.2,0.1953,9.9603,2036-06-16,91.67,True
VSCTD,Vista Oil & Gas Argentina S.A.U.,33515950899,Energía - Petróleo y Gas,USD,2,106.95,106.9,107.1,128350.0,0.2,0.1871,9.4428,2035-12-10,89.83,True
LOC6D,[LOC],,Sin mapear,USD,2,104.8,104.8,104.9,127959.32,0.1,0.0954,2.5654,2029-01-23,92.15,False
YFCOO,YPF Energía Eléctrica S.A.,30714128309,Energía - Electricidad,ARS,2,162770.0,162790.0,164690.0,120122.1,1900.0,1.1671,2.4586,2028-12-15,82.59,True
MGCNO,Pampa Energía S.A.,30526552659,Energía - Electricidad,ARS,1,161060.0,156330.0,161000.0,118070.0,4670.0,2.9873,2.2615,2028-10-04,78.93,True
CS47D,Cresud S.A.C.I.F. y A.,30509300700,Agro - Real Estate,USD,2,104.0,103.55,103.95,113440.48,0.4,0.3863,2.3765,2028-11-15,89.92,True
TTCAD,Tecpetrol S.A.,30592665472,Energía - Petróleo y Gas,USD,2,112.0,111.5,112.0,107660.0,0.5,0.4484,6.5626,2033-01-22,88.6,True
MCC1D,[MCC],,Sin mapear,USD,2,105.2,105.2,105.7,103337.44,0.5,0.4753,2.6913,2029-03-10,89.22,False
RUCDD,CERAMICA RUTA 16 S.R.L.,30710080085,,USD,2,106.15,106.15,106.45,102530.7,0.3,0.2826,4.4298,2030-12-05,90.91,True
TSC3D,[TSC],,Sin mapear,USD,2,113.3,113.35,113.6,101925.0,0.25,0.2206,5.0623,2031-07-24,89.08,False
TLCVD,Telecom Argentina S.A.,30639453738,Telecomunicaciones,USD,2,100.35,100.05,101.95,101002.99,1.9,1.8991,0.909,2027-05-29,82.57,True
YFCNO,YPF Energía Eléctrica S.A.,30714128309,Energía - Electricidad,ARS,1,159680.0,155130.0,159680.0,99001.6,4550.0,2.933,0.2574,2026-10-03,78.31,True
RUCED,CERAMICA RUTA 16 S.R.L.,30710080085,,USD,2,101.15,101.15,101.45,98865.4,0.3,0.2966,1.3306,2027-10-30,89.96,True
PLC2O,Pluspetrol S.A.,30678224010,Energía - Petróleo y Gas,ARS,1,162500.0,162900.0,165140.0,97500.0,2240.0,1.3751,3.5756,2030-01-27,81.23,True
DNC3D,EDENOR S.A.,30655116202,,USD,2,102.6,102.55,102.6,90680.9,0.05,0.0488,0.3943,2026-11-22,92.46,True
MGCOD,Pampa Energía S.A.,30526552659,Energía - Electricidad,USD,2,107.25,107.05,107.3,86831.5,0.25,0.2335,8.46,2034-12-16,89.08,True
YMCIC,YPF S.A.,30546689979,Energía - Petróleo y Gas,EXT,2,89.19,89.05,89.16,82780.14,0.11,0.1235,3.0034,2029-07-02,91.81,True
DEC2D,Empresa Distrib. de Electricidad Salta S.A.,30690633635,Energía - Electricidad,USD,2,102.5,102.2,102.5,79998.68,0.3,0.2935,0.6516,2027-02-24,90.11,True
MGCMD,Pampa Energía S.A.,30526552659,Energía - Electricidad,USD,2,112.6,111.6,112.9,78150.0,1.3,1.1649,5.1937,2031-09-10,83.28,True
VSCOD,Vista Oil & Gas Argentina S.A.U.,33515950899,Energía - Petróleo y Gas,USD,2,109.15,108.7,109.15,77917.93,0.45,0.414,0.679,2027-03-06,89.73,True
YM34D,YPF S.A.,30546689979,Energía - Petróleo y Gas,USD,1,112.1,112.05,112.35,77840.19,0.3,0.2677,7.5483,2034-01-17,90.48,True
PECMO,PETROLERA ACONCAGUA ENERGIA S.A.,30714814229,,ARS,2,85010.0,85010.0,87000.0,75658.9,1990.0,2.3409,6.152,2032-08-25,79.61,True
BYCWD,Banco de Galicia y Buenos Aires S.A.,30500001735,Financiero - Bancos,USD,2,101.6,102.6,102.85,71076.0,0.25,0.2437,0.4162,2026-11-30,87.99,True
PN43D,Pan American Energy LLC (PAE Sucursal),30714813583,Energía - Petróleo y Gas,USD,2,111.3,111.2,111.3,67859.5,0.1,0.0899,10.5435,2037-01-15,90.83,True
PLC4C,Pluspetrol S.A.,30678224010,Energía - Petróleo y Gas,EXT,2,105.25,104.95,105.25,66178.5,0.3,0.2859,5.9138,2032-05-30,89.5,True
NPCDD,[NPC],,Sin mapear,USD,2,101.0,100.8,101.0,66024.22,0.2,0.1984,3.8303,2030-04-30,90.43,False
VSCRD,Vista Oil & Gas Argentina S.A.U.,33515950899,Energía - Petróleo y Gas,USD,2,108.25,108.2,108.4,65893.42,0.2,0.1848,5.2758,2031-10-10,91.2,True
MGCTD,Pampa Energía S.A.,30526552659,Energía - Electricidad,USD,2,102.4,102.35,102.4,63525.0,0.05,0.0489,2.7515,2029-04-01,91.14,True
DNC7D,EDENOR S.A.,30655116202,,USD,2,108.85,108.95,109.05,62132.95,0.1,0.0918,4.3149,2030-10-24,91.77,True
PLC2D,Pluspetrol S.A.,30678224010,Energía - Petróleo y Gas,USD,2,106.75,106.7,106.9,60453.45,0.2,0.1874,3.5756,2030-01-27,90.55,True
TLCTC,Telecom Argentina S.A.,30639453738,Telecomunicaciones,EXT,2,108.7,108.6,108.7,59971.25,0.1,0.0921,9.5551,2036-01-20,91.96,True
CLI1O,[CLI],,Sin mapear,ARS,2,49000.0,49000.0,50500.0,59750.0,1500.0,3.0612,8.4435,2034-12-10,78.18,False
TLCUD,Telecom Argentina S.A.,30639453738,Telecomunicaciones,USD,2,103.9,103.85,103.9,59692.57,0.05,0.0481,2.6776,2029-03-05,91.75,True
VSCUD,Vista Oil & Gas Argentina S.A.U.,33515950899,Energía - Petróleo y Gas,USD,2,108.2,108.1,108.2,58955.96,0.1,0.0925,3.6824,2030-03-07,91.78,True
PN41D,Pan American Energy LLC (PAE Sucursal),30714813583,Energía - Petróleo y Gas,USD,2,108.85,108.85,109.8,58606.38,0.95,0.8728,3.1567,2029-08-27,85.41,True
